STATENAME,MTFCC,OID,GEOID,STATE,PLACE,PLACENS,BASENAME,NAME,LSADC,FUNCSTAT,PLACECC,AREALAND,AREAWATER,UR,CBSAPCI,NECTAPCI,CENTLAT,CENTLON,INTPTLAT,INTPTLON
Guam,G4210,28030748081986,6609850,66,09850,02413997,Apra Harbor,Apra Harbor CDP,57,S,M2,14892801,5866153,,N,N,+13.4287407,+144.6542495,+13.4298295,+144.6545299
Guam,G4210,28030748081987,6612450,66,12450,02413998,Asan,Asan CDP,57,S,U1,591502,,,N,N,+13.4722859,+144.7170930,+13.4722859,+144.7170930
Guam,G4210,28030748081988,6615800,66,15800,02413999,Astumbo,Astumbo CDP,57,S,U1,3515242,,,N,N,+13.5490348,+144.8455749,+13.5490348,+144.8455749
Guam,G4210,28030748081989,6617000,66,17000,02414001,Barrigada,Barrigada CDP,57,S,U1,2717325,,,N,N,+13.4637135,+144.7987215,+13.4637135,+144.7987215
Guam,G4210,28030748081990,6618300,66,18300,02414002,Barrigada Heights,Barrigada Heights CDP,57,S,U1,2938856,,,N,N,+13.4914139,+144.8258122,+13.4914139,+144.8258122
Guam,G4210,280304023416880,6624500,66,24500,02633542,Chaguian,Chaguian CDP,57,S,U2,7412033,,,N,N,+13.5689815,+144.8856328,+13.5689815,+144.8856328
Guam,G4210,28030748081991,6625450,66,25450,02414006,Chalan Pago,Chalan Pago CDP,57,S,U1,6742135,,,N,N,+13.4338666,+144.7779392,+13.4338666,+144.7779392
Guam,G4210,28030748081992,6627400,66,27400,02414011,Dededo,Dededo CDP,57,S,U1,3275819,,,N,N,+13.5233981,+144.8364740,+13.5233981,+144.8364740
Guam,G4210,28030748081993,6629350,66,29350,02414019,Finegayan Station,Finegayan Station CDP,57,S,M2,13000454,,,N,N,+13.5740554,+144.8386614,+13.5740554,+144.8386614
Guam,G4210,28030748081994,6634750,66,34750,02414024,Hagåtña,Hagåtña CDP,57,S,U1,2453678,137543,,N,N,+13.4744328,+144.7503722,+13.4741028,+144.7501368
Guam,G4210,280304023418926,6635000,66,35000,02633543,Harmon Industrial Park,Harmon Industrial Park CDP,57,S,U2,2754291,,,N,N,+13.5000928,+144.8082126,+13.5000928,+144.8082126
Guam,G4210,28030748081995,6635850,66,35850,02414049,Inarajan,Inarajan CDP,57,S,U1,6261197,,,N,N,+13.2771603,+144.7405708,+13.2771603,+144.7405708
Guam,G4210,280304023420731,6636600,66,36600,02633544,Ipan,Ipan CDP,57,S,U2,2473553,,,N,N,+13.3537426,+144.7672568,+13.3537426,+144.7672568
Guam,G4210,280304023419992,6641300,66,41300,02633545,Liguan,Liguan CDP,57,S,U2,1922584,,,N,N,+13.5167466,+144.8240084,+13.5167466,+144.8240084
Guam,G4210,280304023422353,6642470,66,42470,02633546,Machananao East,Machananao East CDP,57,S,U2,5287389,,,N,N,+13.5672090,+144.8694957,+13.5672090,+144.8694957
Guam,G4210,280304023422595,6642480,66,42480,02633547,Machananao West,Machananao West CDP,57,S,U2,2152341,,,N,N,+13.5766840,+144.8579171,+13.5766840,+144.8579171
Guam,G4210,280304023422804,6642490,66,42490,02633548,Machanao,Machanao CDP,57,S,U2,3008056,,,N,N,+13.5634095,+144.8537803,+13.5634095,+144.8537803
Guam,G4210,280304023419342,6643300,66,43300,02633549,Macheche,Macheche CDP,57,S,U2,3322867,,,N,N,+13.5060402,+144.8315950,+13.5060402,+144.8315950
Guam,G4210,28030748081997,6643650,66,43650,02414091,Maina,Maina CDP,57,S,U1,2035263,,,N,N,+13.4691345,+144.7332040,+13.4691345,+144.7332040
Guam,G4210,28030748081998,6644300,66,44300,02414092,Maite,Maite CDP,57,S,U1,238415,,,N,N,+13.4771136,+144.7647666,+13.4771136,+144.7647666
Guam,G4210,280304023426033,6644500,66,44500,02633550,Malojloj,Malojloj CDP,57,S,U2,7092818,,,N,N,+13.3109092,+144.7640236,+13.3109092,+144.7640236
Guam,G4210,28030748081999,6645600,66,45600,02414097,Mangilao,Mangilao CDP,57,S,U1,6393669,,,N,N,+13.4482211,+144.8005734,+13.4482211,+144.8005734
Guam,G4210,280304023421834,6647800,66,47800,02633551,Mataguac,Mataguac CDP,57,S,U2,4975354,,,N,N,+13.5408281,+144.8830177,+13.5408281,+144.8830177
Guam,G4210,28030748082000,6649500,66,49500,02414100,Merizo,Merizo CDP,57,S,U1,8352394,,,N,N,+13.2700907,+144.6779174,+13.2700907,+144.6779174
Guam,G4210,280304023422961,6650500,66,50500,02633552,Mogfog,Mogfog CDP,57,S,U2,1598133,,,N,N,+13.5042757,+144.8465228,+13.5018445,+144.8446398
Guam,G4210,28030748082001,6650800,66,50800,02414103,Mongmong,Mongmong CDP,57,S,U1,2234236,,,N,N,+13.4700123,+144.7684657,+13.4700123,+144.7684657
Guam,G4210,280304023423280,6652200,66,52200,02633553,Naval Hospital,Naval Hospital CDP,57,S,M2,504609,,,N,N,+13.4739022,+144.7401763,+13.4739022,+144.7401763
Guam,G4210,28030748082002,6652750,66,52750,02414110,Nimitz Hill Annex,Nimitz Hill Annex CDP,57,S,U2,3342957,,,N,N,+13.4590355,+144.7238611,+13.4590355,+144.7238611
Guam,G4210,280304023426203,6652500,66,52500,02633554,Nimitz Hill,Nimitz Hill CDP,57,S,U2,380052,,,N,N,+13.4608779,+144.7057052,+13.4608779,+144.7057052
Guam,G4210,28030748082013,6653000,66,53000,02633555,North Gayinero,North Gayinero CDP,57,S,U2,6399010,,,N,N,+13.5469688,+144.9026752,+13.5469688,+144.9026752
Guam,G4210,280304023420247,6654800,66,54800,02633557,Oka,Oka CDP,57,S,U1,1259005,,,N,N,+13.5022123,+144.7768187,+13.5022123,+144.7768187
Guam,G4210,28030748082003,6655350,66,55350,02414113,Ordot,Ordot CDP,57,S,U1,8011184,,,N,N,+13.4486222,+144.7630956,+13.4486222,+144.7630956
Guam,G4210,280304023421425,6656300,66,56300,02633558,Pagat,Pagat CDP,57,S,U1,8869971,,,N,N,+13.4728715,+144.8489581,+13.4728715,+144.8489581
Guam,G4210,28030748082004,6658600,66,58600,02414123,Piti,Piti CDP,57,S,U1,1108308,,,N,N,+13.4634344,+144.6973236,+13.4634344,+144.6973236
Guam,G4210,28030748082005,6661850,66,61850,02414136,Santa Rita,Santa Rita CDP,57,S,U1,1042892,,,N,N,+13.3875793,+144.6718997,+13.3875793,+144.6718997
Guam,G4210,28030748082007,6665100,66,65100,02414139,Sinajana,Sinajana CDP,57,S,U1,765521,,,N,N,+13.4605618,+144.7554791,+13.4605618,+144.7554791
Guam,G4210,280304023421603,6666800,66,66800,02633559,South Gayinero,South Gayinero CDP,57,S,U2,3183840,,,N,N,+13.5249724,+144.8903533,+13.5249724,+144.8903533
Guam,G4210,28030748082008,6669000,66,69000,02414142,Talofofo,Talofofo CDP,57,S,U1,5085706,,,N,N,+13.3532972,+144.7554874,+13.3532972,+144.7554874
Guam,G4210,28030748082009,6670950,66,70950,02414143,Tamuning,Tamuning CDP,57,S,U1,2682410,,,N,N,+13.4949449,+144.7893145,+13.4949449,+144.7893145
Guam,G4210,28030748082011,6673550,66,73550,02414146,Toto,Toto CDP,57,S,U1,1431424,,,N,N,+13.4672488,+144.7795394,+13.4672488,+144.7795394
Guam,G4210,280304023420550,6675500,66,75500,02633560,Tumon,Tumon CDP,57,S,U1,2616173,,,N,N,+13.5110064,+144.8021686,+13.5110064,+144.8021686
Guam,G4210,280304023418081,6677200,66,77200,02633561,Ukudu,Ukudu CDP,57,S,U2,3173101,,,N,N,+13.5356203,+144.8405329,+13.5356203,+144.8405329
Guam,G4210,28030748082012,6677450,66,77450,02414147,Umatac,Umatac CDP,57,S,U1,1652194,,,N,N,+13.2933831,+144.6636945,+13.2933831,+144.6636945
Guam,G4210,280304023421053,6679600,66,79600,02633562,University of Guam,University of Guam CDP,57,S,U1,3021496,,,N,N,+13.4344235,+144.8027557,+13.4344235,+144.8027557
Guam,G4210,280304023423118,6680100,66,80100,02633563,Upper Tumon,Upper Tumon CDP,57,S,U2,1136900,,,N,N,+13.5124717,+144.8141836,+13.5124717,+144.8141836
Guam,G4210,280304023419585,6681600,66,81600,02633564,Windward Hills,Windward Hills CDP,57,S,U2,10546143,2217,,N,N,+13.3809167,+144.7555548,+13.3880017,+144.7556582
Guam,G4210,280304023422049,6681850,66,81850,02633565,Wusstig,Wusstig CDP,57,S,U2,3395043,,,N,N,+13.5325479,+144.8707580,+13.5325479,+144.8707580
Guam,G4210,280304023419811,6685000,66,85000,02633566,Y Papao,Y Papao CDP,57,S,U2,3408977,,,N,N,+13.5228084,+144.8550003,+13.5228084,+144.8550003
Guam,G4210,280304023417795,6686000,66,86000,02633567,Y Sengsong,Y Sengsong CDP,57,S,U2,4075954,,,N,N,+13.5430955,+144.8602013,+13.5430955,+144.8602013
Guam,G4210,28030748082014,6683950,66,83950,02414173,Yona,Yona CDP,57,S,U1,6088916,2503,,N,N,+13.4102016,+144.7741187,+13.4108300,+144.7748101
Puerto Rico,G4210,2803095048952,7200186,72,00186,02415286,Aceitunas,Aceitunas comunidad,55,S,U1,649182,,,N,N,+18.4455336,-067.0669122,+18.4455336,-067.0669122
Puerto Rico,G4210,2803082215462,7200358,72,00358,02415287,Adjuntas,Adjuntas zona urbana,62,S,U1,1940807,,,N,N,+18.1637775,-066.7235375,+18.1637775,-066.7235375
Puerto Rico,G4210,28030582523641,7200616,72,00616,02415288,Aguada,Aguada zona urbana,62,S,U1,955291,,,N,N,+18.3803419,-067.1883893,+18.3803419,-067.1883893
Puerto Rico,G4210,2803082372666,7200745,72,00745,02415289,Aguadilla,Aguadilla zona urbana,62,S,U1,6489921,1518791,,Y,N,+18.4380052,-067.1547631,+18.4383977,-067.1547957
Puerto Rico,G4210,2803082510968,7200874,72,00874,02415290,Aguas Buenas,Aguas Buenas zona urbana,62,S,U1,2541965,1742,,N,N,+18.2574019,-066.1060255,+18.2581766,-066.1064265
Puerto Rico,G4210,2803083210702,7201003,72,01003,02415291,Aguas Claras,Aguas Claras comunidad,55,S,U1,7093026,,,N,N,+18.2446751,-065.6661983,+18.2446751,-065.6661983
Puerto Rico,G4210,280301181550207,7201089,72,01089,02415292,Aguilita,Aguilita comunidad,55,S,U1,2323916,19577,,N,N,+18.0284407,-066.5330735,+18.0285440,-066.5340588
Puerto Rico,G4210,28030609670127,7201218,72,01218,02415293,Aibonito,Aibonito zona urbana,62,S,U1,3958898,3635,,N,N,+18.1398299,-066.2658161,+18.1397229,-066.2657015
Puerto Rico,G4210,280303942615738,7201863,72,01863,02631210,Alianza,Alianza comunidad,55,S,U1,2591864,,,N,N,+18.4534174,-066.8556061,+18.4534174,-066.8556061
Puerto Rico,G4210,28030601946531,7203024,72,03024,02415295,Animas,Animas comunidad,55,S,U1,595925,,,N,N,+18.4457436,-066.6364359,+18.4457436,-066.6364359
Puerto Rico,G4210,280303709573297,7203174,72,03174,02585087,Anon Raices,Anon Raices comunidad,55,S,U2,218977,,,N,N,+18.1390589,-066.5857702,+18.1390589,-066.5857702
Puerto Rico,G4210,28030598722437,7203196,72,03196,02415296,Antón Ruíz,Antón Ruíz comunidad,55,S,U1,1148974,,,N,N,+18.1882693,-065.8078813,+18.1882693,-065.8078813
Puerto Rico,G4210,28030601946532,7203368,72,03368,02415297,Arecibo,Arecibo zona urbana,62,S,U1,40166888,6302155,,Y,N,+18.4529630,-066.7364081,+18.4548566,-066.7354460
Puerto Rico,G4210,28030605945124,7203927,72,03927,02415298,Arroyo,Arroyo zona urbana,62,S,U1,3606976,574589,,N,N,+17.9693384,-066.0602617,+17.9696177,-066.0598987
Puerto Rico,G4210,28030600509358,7202680,72,02680,02415294,Añasco,Añasco zona urbana,62,S,U1,2156424,402,,N,N,+18.2860263,-067.1409425,+18.2855245,-067.1401197
Puerto Rico,G4210,280303709580514,7204620,72,04620,02585088,Bairoa La Veinticinco,Bairoa La Veinticinco comunidad,55,S,U2,223558,,,N,N,+18.2635666,-066.0214987,+18.2635666,-066.0214987
Puerto Rico,G4210,28030601946533,7204658,72,04658,02415300,Bajadero,Bajadero comunidad,55,S,U1,5289048,419,,N,N,+18.4244556,-066.6765624,+18.4204125,-066.6719793
Puerto Rico,G4210,28030598722438,7204701,72,04701,02415301,Bajandas,Bajandas comunidad,55,S,U1,1675019,,,N,N,+18.1601424,-065.7831043,+18.1601424,-065.7831043
Puerto Rico,G4210,28030133107797,7205217,72,05217,02415302,Barahona,Barahona comunidad,55,S,U1,1366683,,,N,N,+18.3522883,-066.4442783,+18.3522883,-066.4442783
Puerto Rico,G4210,2803092391898,7205346,72,05346,02415303,Barceloneta,Barceloneta zona urbana,62,S,U1,2511711,,,N,N,+18.4529737,-066.5380847,+18.4529737,-066.5380847
Puerto Rico,G4210,2803082548676,7205690,72,05690,02415304,Barranquitas,Barranquitas zona urbana,62,S,U1,1983226,,,N,N,+18.1847647,-066.3101737,+18.1847647,-066.3101737
Puerto Rico,G4210,2803094712268,7206421,72,06421,02415305,Bartolo,Bartolo comunidad,55,S,U1,479500,,,N,N,+18.3620034,-065.8413661,+18.3620034,-065.8413661
Puerto Rico,G4210,2803083274974,7206679,72,06679,02415306,Bayamón,Bayamón comunidad,55,S,U1,1495137,,,N,N,+18.1781363,-066.1097256,+18.1781363,-066.1097256
Puerto Rico,G4210,2803082635636,7206593,72,06593,02415307,Bayamón,Bayamón zona urbana,62,S,U1,69872043,327596,,Y,N,+18.3792866,-066.1635137,+18.3800554,-066.1632527
Puerto Rico,G4210,2803082986204,7207496,72,07496,02415308,Benítez,Benítez comunidad,55,S,U1,940237,,,N,N,+18.2725330,-065.8788312,+18.2725330,-065.8788312
Puerto Rico,G4210,28030607375577,7207668,72,07668,02415309,Betances,Betances comunidad,55,S,U1,327735,,,N,N,+18.0295685,-067.1335461,+18.0295685,-067.1335461
Puerto Rico,G4210,28030131324106,7208099,72,08099,02415311,Boquerón,Boquerón comunidad,55,S,U1,3561294,4990,,N,N,+18.2033253,-065.8446462,+18.2001453,-065.8438790
Puerto Rico,G4210,28030607375578,7207969,72,07969,02415310,Boquerón,Boquerón comunidad,55,S,U1,2672767,,,N,N,+18.0340767,-067.1714435,+18.0340767,-067.1714435
Puerto Rico,G4210,28030495867158,7208700,72,08700,02415312,Breñas,Breñas comunidad,55,S,U1,2553921,,,N,N,+18.4732986,-066.3346087,+18.4732986,-066.3346087
Puerto Rico,G4210,2803015682275859,7208722,72,08722,02807573,Brisas del Campanero,Brisas del Campanero comunidad,55,S,U1,503150,,,N,N,+18.4315979,-066.2260683,+18.4315979,-066.2260683
Puerto Rico,G4210,280303942615775,7209250,72,09250,02631211,Buena Vista,Buena Vista comunidad,55,S,U1,619467,,,N,N,+18.1153115,-065.7990574,+18.1153115,-065.7990574
Puerto Rico,G4210,28030605945125,7209087,72,09087,02415313,Buena Vista,Buena Vista comunidad,55,S,U1,738869,,,N,N,+17.9964685,-066.0515495,+17.9964685,-066.0515495
Puerto Rico,G4210,2803092391899,7209603,72,09603,02415314,Búfalo,Búfalo comunidad,55,S,U1,618072,,,N,N,+18.4165314,-066.5750097,+18.4165314,-066.5750097
Puerto Rico,G4210,28030607375579,7209861,72,09861,02415316,Cabo Rojo,Cabo Rojo zona urbana,62,S,U1,6102672,,,N,N,+18.0867174,-067.1482659,+18.0867174,-067.1482659
Puerto Rico,G4210,2803082372667,7209689,72,09689,02415315,Cabán,Cabán comunidad,55,S,U1,1173932,,,N,N,+18.4450089,-067.1362715,+18.4450089,-067.1362715
Puerto Rico,G4210,2803094671523,7210048,72,10048,02415317,Cacao,Cacao comunidad,55,S,U1,2188436,5371,,N,N,+18.4524364,-066.9558530,+18.4520262,-066.9563135
Puerto Rico,G4210,2803082826529,7210334,72,10334,02415318,Caguas,Caguas zona urbana,62,S,U1,28225263,234917,,Y,N,+18.2318831,-066.0387423,+18.2321490,-066.0390352
Puerto Rico,G4210,280303709571012,7211151,72,11151,02585089,Calzada,Calzada comunidad,55,S,U1,710492,,,N,N,+18.0054649,-066.5642528,+18.0054649,-066.5642528
Puerto Rico,G4210,2803015664531069,7211345,72,11345,02807548,Cambalache,Cambalache comunidad,55,S,U1,3806179,472,,N,N,+18.3576669,-065.8841117,+18.3582730,-065.8866913
Puerto Rico,G4210,28030494702415,7211581,72,11581,02415319,Campanilla,Campanilla comunidad,55,S,U1,1352781,,,N,N,+18.4224349,-066.2391690,+18.4224349,-066.2391690
Puerto Rico,G4210,2803015682275869,7211597,72,11597,02807575,Campanillas,Campanillas comunidad,55,S,U1,93598,,,N,N,+18.4386233,-066.2159597,+18.4386233,-066.2159597
Puerto Rico,G4210,2803082986205,7211710,72,11710,02415320,Campo Rico,Campo Rico comunidad,55,S,U1,1080200,,,N,N,+18.3390084,-065.8943410,+18.3390084,-065.8943410
Puerto Rico,G4210,2803082943416,7211925,72,11925,02415321,Camuy,Camuy zona urbana,62,S,U1,2579707,467257,,N,N,+18.4836405,-066.8490176,+18.4825805,-066.8473715
Puerto Rico,G4210,28030494702417,7212560,72,12560,02415322,Candelaria Arenas,Candelaria Arenas comunidad,55,S,U1,2581197,5814,,N,N,+18.4175215,-066.2202861,+18.4172507,-066.2205270
Puerto Rico,G4210,28030494702416,7212441,72,12441,02415323,Candelaria,Candelaria comunidad,55,S,U1,7780691,3695,,N,N,+18.4042625,-066.2175252,+18.4064064,-066.2180209
Puerto Rico,G4210,280303709586094,7212568,72,12568,02585090,Candelero Abajo,Candelero Abajo comunidad,55,S,U1,158056,,,N,N,+18.0941674,-065.8164561,+18.0941674,-065.8164561
Puerto Rico,G4210,28030598722439,7212613,72,12613,02415324,Candelero Arriba,Candelero Arriba comunidad,55,S,U1,995166,,,N,N,+18.1016673,-065.8342416,+18.1016673,-065.8342416
Puerto Rico,G4210,2803015664531036,7213065,72,13065,02807550,Canovanillas,Canovanillas comunidad,55,S,U1,1755623,,,N,N,+18.3345320,-065.9039640,+18.3345320,-065.9039640
Puerto Rico,G4210,2803082986206,7212828,72,12828,02415325,Canóvanas,Canóvanas zona urbana,62,S,U1,7299913,44698,,N,N,+18.3692891,-065.9008751,+18.3692090,-065.9008937
Puerto Rico,G4210,28030605399243,7213925,72,13925,02415326,Capitanejo,Capitanejo comunidad,55,S,U1,2442922,10530,,N,N,+18.0131933,-066.5358918,+18.0131220,-066.5356407
Puerto Rico,G4210,2803083070345,7214290,72,14290,02415327,Carolina,Carolina zona urbana,62,S,U1,53633282,8784892,,N,N,+18.4076521,-065.9809884,+18.4092867,-065.9796966
Puerto Rico,G4210,2803083778795,7214634,72,14634,02415328,Carrizales,Carrizales comunidad,55,S,U1,1464628,,,N,N,+18.4810880,-066.7879102,+18.4810880,-066.7879102
Puerto Rico,G4210,2803083180591,7215193,72,15193,02415329,Cataño,Cataño zona urbana,62,S,U1,12629288,5619250,,N,N,+18.4415683,-066.1388399,+18.4380652,-066.1388407
Puerto Rico,G4210,28030557144189,7215494,72,15494,02415330,Cayey,Cayey zona urbana,62,S,U1,6575204,1460,,N,N,+18.1150189,-066.1629974,+18.1152960,-066.1628765
Puerto Rico,G4210,2803094828486,7215623,72,15623,02415331,Cayuco,Cayuco comunidad,55,S,U1,777847,,,N,N,+18.2922901,-066.7348465,+18.2922901,-066.7348465
Puerto Rico,G4210,2803016954678026,7212806,72,12806,02805715,Caño Martin Peña,Caño Martin Peña comunidad,55,S,U1,1782281,91581,,N,N,+18.4308883,-066.0506649,+18.4303675,-066.0500704
Puerto Rico,G4210,28030493770389,7216139,72,16139,02415332,Ceiba,Ceiba comunidad,55,S,U1,2593844,274,,N,N,+18.4433644,-066.3468216,+18.4426430,-066.3455679
Puerto Rico,G4210,2803083210703,7215924,72,15924,02415333,Ceiba,Ceiba zona urbana,62,S,U1,2848242,,,N,N,+18.2649760,-065.6488115,+18.2649760,-065.6488115
Puerto Rico,G4210,2803083738080,7216440,72,16440,02415334,Celada,Celada comunidad,55,S,U1,1731907,9249,,N,N,+18.2666217,-065.9620172,+18.2666888,-065.9625411
Puerto Rico,G4210,28030599538121,7216526,72,16526,02415335,Central Aguirre,Central Aguirre comunidad,55,S,U1,1337666,301215,,N,N,+17.9558780,-066.2264380,+17.9566968,-066.2283182
Puerto Rico,G4210,280303790795326,7217050,72,17050,02611710,Cerrillos Hoyos,Cerrillos Hoyos comunidad,55,S,U2,714003,8171,,N,N,+18.0655233,-066.5687143,+18.0654783,-066.5688929
Puerto Rico,G4210,2803083237667,7217773,72,17773,02415336,Ciales,Ciales zona urbana,62,S,U1,3009846,36963,,N,N,+18.3356963,-066.4723430,+18.3340527,-066.4718974
Puerto Rico,G4210,2803083274975,7218074,72,18074,02415337,Cidra,Cidra zona urbana,62,S,U1,2878715,22921,,N,N,+18.1775187,-066.1582322,+18.1775046,-066.1584864
Puerto Rico,G4210,2803083336353,7218719,72,18719,02415338,Coamo,Coamo zona urbana,62,S,U1,4721541,311,,Y,N,+18.0764605,-066.3637923,+18.0783016,-066.3631610
Puerto Rico,G4210,28030599538122,7218891,72,18891,02415339,Coco,Coco comunidad,55,S,U1,4221949,13769,,Y,N,+18.0010412,-066.2602755,+18.0012775,-066.2607002
Puerto Rico,G4210,2803083375075,7219665,72,19665,02415340,Comerío,Comerío zona urbana,62,S,U1,1156550,28246,,N,N,+18.2200696,-066.2245571,+18.2194886,-066.2250527
Puerto Rico,G4210,28030133831923,7219837,72,19837,02415341,Comunas,Comunas comunidad,55,S,U1,2945605,,,N,N,+18.0845686,-065.8435372,+18.0845686,-065.8435372
Puerto Rico,G4210,28030599538123,7220310,72,20310,02415342,Coquí,Coquí comunidad,55,S,U1,2412537,,,N,N,+17.9792885,-066.2255488,+17.9792885,-066.2255488
Puerto Rico,G4210,28030269728049,7220353,72,20353,02415343,Corazón,Corazón comunidad,55,S,U1,1437556,,,N,N,+17.9940080,-066.0833551,+17.9940080,-066.0833551
Puerto Rico,G4210,2803083778796,7220482,72,20482,02415344,Corcovado,Corcovado comunidad,55,S,U1,1329056,,,N,N,+18.4609537,-066.7777793,+18.4609537,-066.7777793
Puerto Rico,G4210,2803083410095,7220783,72,20783,02415345,Corozal,Corozal zona urbana,62,S,U1,5777304,,,N,N,+18.3410172,-066.3124596,+18.3410172,-066.3124596
Puerto Rico,G4210,280303709572092,7220998,72,20998,02585091,Corral Viejo,Corral Viejo comunidad,55,S,U1,453575,,,N,N,+18.0754548,-066.6523355,+18.0754548,-066.6523355
Puerto Rico,G4210,28030605399244,7221213,72,21213,02415346,Coto Laurel,Coto Laurel comunidad,55,S,U1,975059,,,N,N,+18.0491199,-066.5517033,+18.0491199,-066.5517033
Puerto Rico,G4210,28030493770390,7221385,72,21385,02415347,Coto Norte,Coto Norte comunidad,55,S,U1,736419,,,N,N,+18.4328258,-066.4408260,+18.4328258,-066.4408260
Puerto Rico,G4210,2803083439326,7222589,72,22589,02415348,Culebra,Culebra zona urbana,62,S,U1,2111561,583856,,N,N,+18.3104717,-065.3029469,+18.3103311,-065.3027007
Puerto Rico,G4210,28030553032861,7223062,72,23062,02415349,Daguao,Daguao comunidad,55,S,U1,1467922,1689,,N,N,+18.2216502,-065.6797737,+18.2214900,-065.6803229
Puerto Rico,G4210,2803015682162791,7223341,72,23341,02807544,Del Carmen,Del Carmen comunidad,55,S,U1,901515,,,N,N,+18.4677940,-066.8489101,+18.4677940,-066.8489101
Puerto Rico,G4210,2803083470341,7224008,72,24008,02415350,Dorado,Dorado zona urbana,62,S,U1,8186081,1449741,,N,N,+18.4675678,-066.2716871,+18.4689758,-066.2711083
Puerto Rico,G4210,28030553032862,7224395,72,24395,02415351,Duque,Duque comunidad,55,S,U1,571984,271,,N,N,+18.2381685,-065.7431673,+18.2374069,-065.7423577
Puerto Rico,G4210,280303942615729,7224954,72,24954,02631212,El Combate,El Combate comunidad,55,S,U1,1487882,3038,,N,N,+17.9818810,-067.2085594,+17.9831030,-067.2089348
Puerto Rico,G4210,28030585389434,7225556,72,25556,02415352,El Mangó,El Mangó comunidad,55,S,U1,1303387,,,N,N,+18.2344603,-065.8751116,+18.2344603,-065.8751116
Puerto Rico,G4210,28030133831924,7225685,72,25685,02415353,El Negro,El Negro comunidad,55,S,U1,824124,,,N,N,+18.0369321,-065.8494455,+18.0369321,-065.8494455
Puerto Rico,G4210,28030495722629,7225771,72,25771,02415354,El Ojo,El Ojo comunidad,55,S,U1,413841,,,N,N,+18.0038065,-066.3918420,+18.0038065,-066.3918420
Puerto Rico,G4210,280303709571095,7225835,72,25835,02585092,El Paraiso,El Paraiso comunidad,55,S,U1,828208,,,N,N,+18.0648412,-066.6020920,+18.0648412,-066.6020920
Puerto Rico,G4210,280303942615773,7226287,72,26287,02631213,El Tumbao,El Tumbao comunidad,55,S,U1,2770997,1608,,N,N,+18.0015222,-066.8995023,+18.0009253,-066.9021472
Puerto Rico,G4210,2803015682275862,7226362,72,26362,02807577,El Veintiséis,El Veintiséis comunidad,55,S,U1,172467,,,N,N,+18.4393522,-066.2033847,+18.4393522,-066.2033847
Puerto Rico,G4210,28030607818129,7226502,72,26502,02415355,Emajagua,Emajagua comunidad,55,S,U1,2201757,,,N,N,+18.0015170,-065.8829595,+18.0015170,-065.8829595
Puerto Rico,G4210,2803094763364,7227190,72,27190,02415356,Esperanza,Esperanza comunidad,55,S,U1,3292459,,,N,N,+18.1023168,-065.4797352,+18.1023168,-065.4797352
Puerto Rico,G4210,28030600509359,7227263,72,27263,02415357,Espino,Espino comunidad,55,S,U1,1793801,29699,,N,N,+18.2774414,-067.1219195,+18.2793283,-067.1198383
Puerto Rico,G4210,28030596839927,7227964,72,27964,02415358,Fajardo,Fajardo zona urbana,62,S,U1,21073265,1629191,,N,N,+18.3334178,-065.6572841,+18.3333392,-065.6576256
Puerto Rico,G4210,2803015481952849,7228367,72,28367,02804363,Ferrer,Ferrer comunidad,55,S,U1,828309,,,N,N,+18.4053775,-067.0671853,+18.4053775,-067.0671853
Puerto Rico,G4210,2803083503696,7228824,72,28824,02415359,Florida,Florida zona urbana,62,S,U1,3911695,7250,,N,N,+18.3643013,-066.5610949,+18.3645238,-066.5612749
Puerto Rico,G4210,2803015692439047,7229682,72,29682,02807565,Frontón,Frontón comunidad,55,S,U1,7153861,,,N,N,+18.3096523,-066.5602537,+18.3096523,-066.5602537
Puerto Rico,G4210,28030133107799,7229555,72,29555,02415360,Fránquez,Fránquez comunidad,55,S,U1,930399,,,N,N,+18.3400704,-066.4276231,+18.3400704,-066.4276231
Puerto Rico,G4210,2803083545984,7229727,72,29727,02415361,Fuig,Fuig comunidad,55,S,U1,784018,20387,,N,N,+17.9857538,-066.9170296,+17.9862871,-066.9171099
Puerto Rico,G4210,28030557144190,7230544,72,30544,02415362,G. L. García,G. L. García comunidad,55,S,U1,1977680,,,N,N,+18.1259020,-066.1026079,+18.1259020,-066.1026079
Puerto Rico,G4210,28030494373138,7229813,72,29813,02415363,Galateo,Galateo comunidad,55,S,U1,1665664,1833,,N,N,+18.3640449,-066.2589753,+18.3640478,-066.2618085
Puerto Rico,G4210,2803092391900,7230372,72,30372,02415364,Garrochales,Garrochales comunidad,55,S,U1,1707689,,,N,N,+18.4571993,-066.5675515,+18.4571993,-066.5675515
Puerto Rico,G4210,280301181550208,7231877,72,31877,02415366,Guayabal,Guayabal comunidad,55,S,U1,1257140,,,N,N,+18.0760435,-066.5016621,+18.0760435,-066.5016621
Puerto Rico,G4210,28030269728050,7232221,72,32221,02415367,Guayama,Guayama zona urbana,62,S,U1,9508181,1093,,Y,N,+17.9743972,-066.1103928,+17.9738187,-066.1114983
Puerto Rico,G4210,28030562595149,7232307,72,32307,02415368,Guayanilla,Guayanilla zona urbana,62,S,U1,1835060,478,,N,N,+18.0221145,-066.7897643,+18.0218265,-066.7910465
